N1,N2,N10,N100
1633,1.03123,0.974725,0.632849,1.26837
1634,1.16677,0.881436,0.790222,0.8073
1635,4.52988,0.0563718,0.61886,0.991873
1636,0.793092,0.488368,0.915925,0.943359
1637,0.95355,0.974347,0.490567,1.16826
1638,0.0841757,0.346863,0.78689,1.18135
1639,0.289086,1.33418,1.5301,0.891048
1640,4.93774,2.08388,0.785492,1.02178
1641,0.317998,2.91519,0.763583,0.894536
1642,0.821885,2.18704,0.71889,1.12301
1643,0.61927,0.576235,1.0054,1.0654
1644,4.29115,1.26659,1.28565,1.0134
1645,1.31579,2.86596,1.14094,0.968252
1646,0.365339,0.561224,1.47653,1.0037
1647,0.348852,0.282942,1.32896,1.07124
1648,0.482893,0.358145,0.732607,0.947848
1649,0.71422,0.348102,1.82987,1.01427
1650,2.19112,0.797686,0.827883,1.09242
1651,0.264259,1.19122,0.615503,0.830015
1652,1.83654,0.598227,1.05219,0.892685
1653,0.494478,2.6939,1.33032,1.02182
1654,5.70363,0.274583,0.672889,1.00207
1655,0.198697,2.03611,1.00425,0.997107
1656,0.780973,0.732857,1.4471,0.925867
1657,0.244169,0.82616,0.504032,1.15997
1658,2.40774,0.487944,1.068,1.00306
1659,0.477126,0.720471,0.697584,1.11627
1660,1.79691,1.24938,1.13935,0.852165
1661,0.193957,2.09813,1.64352,1.08083
1662,0.170081,0.391188,0.829377,0.841104
1663,1.14926,0.449086,1.18623,1.1264
1664,0.0834653,2.42969,0.724154,1.16346
1665,0.219794,2.12,0.711074,1.02855
1666,0.462725,0.292057,1.07349,0.914149
1667,0.488918,0.0655823,1.256,1.04378
1668,0.463017,1.25009,1.18518,0.854838
1669,3.90036,2.66454,1.39824,1.01462
1670,0.784393,1.45854,0.578728,0.987247
1671,0.016511,1.03444,1.23318,0.812076
1672,0.273682,0.602604,0.983556,0.789541
1673,0.380456,2.25178,0.755832,1.1112
1674,0.474887,1.10123,1.02448,0.935715
1675,2.27891,2.12934,1.22935,0.851569
1676,0.11404,0.670746,1.64331,1.0556
1677,0.954744,0.947811,0.736673,1.11323
1678,1.97747,2.8478,1.15958,0.978683
1679,0.739121,0.60517,1.28992,1.1
1680,0.615363,0.543817,0.735482,1.07931
1681,0.463949,0.792015,1.04121,1.01831
1682,0.660499,0.608562,0.686856,1.04238
1683,0.303856,0.931939,1.25861,0.922015
1684,0.620629,0.603026,1.18674,1.00557
1685,0.675467,0.826154,0.832966,1.17844
1686,0.907785,1.26365,0.821181,1.12211
1687,1.86498,1.57065,1.17011,0.943966
1688,0.391262,2.51727,0.683913,0.923351
1689,0.308196,0.695966,1.50412,0.883045
1690,0.941978,1.66425,1.08072,1.06708
1691,0.265622,0.715035,0.907328,0.881514
1692,1.10253,1.56062,1.03431,1.01204
1693,0.108519,0.0964517,1.13689,1.00877
1694,0.184743,0.24207,1.31862,1.19567
1695,0.734323,0.384149,0.810813,1.09165
1696,2.00342,0.940366,1.24561,1.0275
1697,0.266317,0.365172,1.17131,0.846165
1698,2.01021,0.680555,1.82984,0.982293
1699,1.18124,0.946874,1.33284,0.982908
1700,2.53741,0.749378,0.851953,0.968062
1701,0.0647202,0.448962,0.977581,1.09304
1702,1.99258,0.598302,1.02917,0.992579
1703,0.529866,4.44674,0.784144,0.917664
1704,0.323981,1.55036,0.811094,0.948217
1705,0.0333707,1.28551,0.787001,1.08006
1706,3.54033,4.06435,0.694616,1.01527
1707,0.271261,0.393789,1.07244,1.07045
1708,2.07588,1.02115,1.1333,1.12804
1709,0.304559,0.906242,0.638613,1.15504
1710,0.138333,1.42717,0.752124,1.06926
1711,0.41412,0.30681,1.00607,1.06919
1712,3.07849,0.51097,1.28841,1.03484
1713,0.104628,3.09777,1.00289,1.02922
1714,0.0618467,1.42008,0.894566,1.07214
1715,1.8869,0.093912,1.13727,1.01461
1716,0.324986,0.691519,1.7972,1.02234
1717,0.856289,0.41651,1.13617,0.971602
1718,0.282928,0.484227,0.820998,0.885057
1719,0.95196,0.966983,0.928726,0.900577
1720,0.66859,0.934683,0.875379,1.00962
1721,1.28995,0.351439,0.845954,0.859425
1722,3.0569,0.211059,0.96094,0.952135
1723,1.22195,0.506466,1.06001,1.11032
1724,2.33169,0.15523,1.50881,1.02357
1725,0.292185,1.38129,0.966921,0.990231
1726,0.137136,1.13715,0.958952,1.04979
1727,4.07622,0.759598,1.50496,1.03095
1728,1.32422,0.761145,1.68811,0.953689
1729,0.290201,1.07408,0.914286,0.836654
1730,0.996018,0.377366,0.745169,1.07703
1731,0.618685,0.720254,1.38135,1.27586
1732,0.0801965,0.440473,1.15909,0.971937
1733,2.07587,1.35125,0.581517,0.859815
1734,0.0488098,2.21183,0.666286,1.10711
1735,1.32581,0.453907,0.985327,1.03561
1736,0.522542,1.32785,0.90708,0.878909
1737,0.244342,0.664155,0.812732,0.958379
1738,0.949959,0.30582,0.94395,1.08809
1739,0.00999798,1.09724,0.607469,0.933268
1740,0.094482,0.173176,1.06152,1.05002
1741,0.369471,1.68318,0.939203,0.989942
1742,0.630011,1.09765,0.655038,0.893757
1743,0.479701,0.453753,0.627161,1.02881
1744,1.45011,1.26934,1.5607,0.850344
1745,0.22226,1.08217,0.866182,1.16163
1746,0.237769,1.29033,1.40518,0.968387
1747,2.44677,0.759442,0.781079,0.922856
1748,0.819033,1.21638,0.705419,1.02081
1749,1.37852,1.03929,0.745142,1.10276
1750,1.68675,0.365191,1.09822,1.04523
1751,0.602032,0.447226,1.06074,0.965068
1752,2.47549,1.53215,1.01864,1.02277
1753,2.69861,0.748804,2.2738,0.88163
1754,0.227853,0.587621,0.53106,0.941984
1755,0.27881,0.143872,0.709304,1.07664
1756,0.53294,0.258692,1.29213,0.932694
1757,0.412748,0.87621,0.917429,0.837136
1758,0.0429763,1.4641,1.52179,1.18445
1759,0.643426,1.44409,1.15103,1.15975
1760,0.00367102,1.18905,1.27598,0.947614
1761,2.82883,0.604075,0.946694,0.953605
1762,0.487858,0.389197,0.486326,0.926218
1763,0.918424,1.02461,0.875592,1.03928
1764,0.873349,0.473965,0.694984,1.01406
1765,0.507774,1.92609,0.708792,1.0162
1766,0.115914,1.59548,1.36294,0.971524
1767,0.229841,0.292984,0.813658,1.07437
1768,0.14609,0.666975,0.976491,0.987481
1769,0.997762,0.714998,1.23849,0.895553
1770,1.07273,0.342896,0.78622,1.01077
1771,0.777669,1.27269,1.13697,1.01547
1772,1.19829,1.22278,1.32513,1.01815
1773,0.870811,0.410946,1.34161,0.89557
1774,0.161351,0.883957,1.15866,1.00475
1775,0.947447,0.740638,1.20372,0.958896
1776,0.299927,0.870299,0.519008,0.82426
1777,0.456242,3.13079,1.48233,0.993029
1778,1.71349,2.72154,1.36411,1.00022
1779,0.718213,0.828262,1.38758,0.833715
1780,0.158027,1.14064,0.85635,1.26999
1781,1.06049,0.858576,0.826377,0.813029
1782,4.55238,0.414851,0.948552,0.816952
1783,2.91659,0.628407,0.955932,0.949727
1784,0.525142,0.172308,0.965688,0.884091
1785,0.846099,0.246936,0.69935,1.07294
1786,0.103419,0.657404,0.789221,0.921514
1787,1.46452,0.429926,0.718135,1.01663
1788,1.09869,1.21721,1.21389,0.833855
1789,1.675,0.426466,1.24788,0.977027
1790,3.40604,0.572368,1.16019,0.946319
1791,0.816207,0.365697,1.25635,1.26343
1792,1.39389,1.99198,1.13866,1.20403
1793,0.514552,0.762675,1.53486,1.11572
1794,0.819624,1.49634,0.941538,0.837606
1795,0.59636,0.945156,1.19541,0.960785
1796,0.444173,1.64211,1.33014,0.931612
1797,1.0846,0.484083,1.58209,0.953728
1798,0.685638,0.231427,0.888027,1.11375
1799,1.89785,1.15368,0.529365,0.983028
1800,1.10469,0.821539,0.77855,1.13843
1801,2.50221,0.455951,0.69329,1.01425
1802,0.0292868,0.495081,1.78024,1.09699
1803,0.301989,2.80984,1.33018,0.861913
1804,0.535299,1.17537,0.989323,1.12376
1805,0.0856682,1.55267,0.938437,1.05921
1806,1.37045,0.715672,0.997846,1.00022
1807,2.45645,0.314317,0.956484,1.11028
1808,1.33384,1.18973,0.984158,0.961493
1809,0.0249102,1.04972,0.944819,1.01955
1810,2.41162,0.156108,1.50672,1.03782
1811,1.69359,0.136353,1.47685,0.912883
1812,0.229727,0.620367,1.26575,1.09461
1813,0.361689,0.13062,0.94546,0.958253
1814,2.70399,0.187483,1.44035,1.0436
1815,0.0346965,1.22575,1.44034,1.07451
1816,2.81739,0.240184,1.07186,0.917613
1817,1.45964,0.526596,1.1555,0.948154
1818,0.473327,1.50901,0.741609,1.05059
1819,1.4723,0.899565,0.626186,0.95596
1820,0.56409,1.271,1.39608,0.936088
1821,0.671044,0.241646,1.5563,1.11573
1822,0.285682,0.744027,1.75896,0.878728
1823,0.314515,1.31935,0.462746,1.09741
1824,1.12209,1.28128,0.885325,1.27118
1825,1.40069,0.554868,0.897897,1.12171
1826,1.64975,1.98154,0.879714,0.830412
1827,0.534634,0.186825,1.39598,1.05301
1828,3.41392,0.329967,0.883618,1.0488
1829,0.074791,0.431869,0.979874,1.02787
1830,0.255399,0.0745556,0.735243,0.93295
1831,1.78121,1.54573,0.945918,0.880642
1832,0.197487,0.262869,1.11267,1.04586
1833,1.02597,1.79568,0.700898,1.16055
1834,0.0491693,0.0770433,1.35155,0.93244
1835,0.408802,1.854,1.25748,1.09809
1836,1.41178,0.108965,0.651941,0.984628
1837,3.82295,1.37054,1.50206,0.946208
1838,0.645792,0.118998,0.351138,0.975351
1839,2.05244,2.38934,1.48254,1.02392
1840,2.65394,0.340622,0.693466,1.02061
1841,1.37787,0.318965,1.00872,1.0727
1842,0.101348,0.177636,0.719644,0.92232
1843,0.178085,0.85071,0.935638,0.848662
1844,1.02712,1.15674,1.30318,0.914948
1845,1.08319,0.866084,0.952041,1.00673
1846,0.164251,2.43345,1.32375,1.08325
1847,1.16439,0.578092,1.65902,1.01566
1848,0.212828,2.11907,0.956092,1.15605
1849,1.79107,1.62405,0.638384,1.08792
1850,0.169824,0.423561,0.717906,1.01207
1851,0.246088,1.085,0.76968,1.00897
1852,0.474566,0.727244,0.705909,1.19463
1853,1.06129,0.360882,0.795091,0.898334
1854,0.253975,0.396166,1.0009,1.11592
1855,0.137789,0.193797,0.397675,0.908833
1856,0.626552,0.290786,0.657476,0.950933
1857,0.123682,1.20928,1.28095,0.909242
1858,0.992925,0.658965,1.05017,1.02231
1859,0.205723,0.393002,1.09219,0.961194
1860,0.247502,0.529419,1.19164,1.02713
1861,0.00204766,1.74596,0.577292,1.19235
1862,1.31887,0.157104,0.535069,0.973585
1863,0.255165,1.42903,1.23629,0.928098
1864,1.91707,0.128485,1.39636,1.04476
1865,0.626206,0.269853,0.441656,1.11365
1866,0.913119,1.41572,1.07398,0.898414
1867,0.949305,1.12725,0.77425,1.04163
1868,0.637889,1.71568,0.661813,1.0735
1869,0.915255,2.90499,0.604432,0.99588
1870,0.70889,0.880542,1.08782,0.899677
1871,1.39756,1.13486,0.796222,1.02402
1872,0.730068,0.419378,0.727881,1.09731
1873,0.828561,1.26148,0.500768,0.94612
1874,0.933383,1.4663,1.21494,0.937903
1875,0.200675,0.625836,0.670171,1.06934
1876,0.17459,1.33483,0.998888,1.18753
1877,4.44591,1.00636,0.860122,0.829322
1878,0.848093,2.78751,1.19426,0.777971
1879,0.761905,0.542143,1.24947,1.02139
1880,0.437126,1.48113,1.30943,0.961682
1881,0.988174,1.3147,0.938344,0.896726
1882,0.142986,0.378774,1.36177,0.962694
1883,0.350107,0.376068,1.33529,0.878832
1884,0.87933,0.912978,1.16991,0.928651
1885,1.19742,0.602616,0.595939,0.833783
1886,0.486091,0.0295514,0.785747,1.13916
1887,1.82008,0.845497,0.980322,1.07882
1888,1.28213,0.976397,1.16783,1.03371
1889,4.2436,0.277631,0.691897,1.16591
1890,0.0613515,1.43473,0.648387,0.953158
1891,0.73429,1.1481,1.17027,1.16389
1892,2.73729,0.640284,0.790595,0.960778
1893,1.02314,1.37354,1.1579,0.944231
1894,0.563001,0.541941,1.20996,0.830532
1895,0.274876,1.55439,0.723325,0.958758
1896,1.21469,0.682632,1.03893,0.998295
1897,0.620187,1.25419,1.06067,1.11666
1898,0.981893,0.810187,1.22646,0.86201
1899,2.22796,0.250568,0.849875,0.930979
1900,0.455373,0.824631,1.4099,0.925268
1901,0.589385,0.164468,0.919795,1.21426
1902,0.263795,1.04291,1.21495,0.939835
1903,1.16062,0.42557,1.01123,0.972431
1904,1.1098,0.445876,1.14797,0.962005
1905,0.148319,0.305961,0.805277,1.02888
1906,2.30996,0.224152,0.929499,0.85432
1907,4.10962,2.98607,0.488182,1.12189
1908,3.50479,0.278207,1.15227,0.974118
1909,2.85572,0.306269,1.25608,1.05577
1910,1.78212,1.29868,1.13331,0.863891
1911,0.544619,1.45451,1.01014,1.01585
1912,0.232011,1.08998,1.1842,0.924042
1913,0.826415,0.620747,1.53939,0.960795
1914,0.993822,2.17216,0.858373,1.01762
1915,3.09903,0.515985,0.647229,1.01583
1916,2.78556,0.881627,1.23296,0.967145
1917,0.284877,0.6146,1.4997,0.884283
1918,6.34329,0.696159,0.878097,1.01856
1919,1.15592,0.708803,1.55623,0.916248
1920,0.466551,1.31823,1.23386,1.04787
1921,4.08503,0.479311,0.739533,1.09872
1922,0.603378,0.0832868,1.2153,1.04781
1923,0.892575,1.26709,0.992047,1.21741
1924,1.90318,1.70578,1.09709,0.991051
1925,0.101607,0.542838,1.30532,1.12062
1926,3.85977,0.697278,0.86942,1.19688
1927,2.17551,0.593158,0.759429,1.09864
1928,0.175066,0.522281,1.8083,1.09461
1929,0.811061,0.211763,0.878808,0.989359
1930,3.45415,0.466586,1.11186,0.872014
1931,0.720417,0.602137,0.699292,0.935957
1932,0.748838,0.245421,0.778229,0.922532
1933,0.218982,0.822709,0.779135,0.88752
1934,0.666629,0.460418,0.83371,0.997901
1935,0.0344137,1.37273,1.03225,1.07073
1936,0.935514,1.89443,0.627704,1.00939
1937,1.88025,1.45329,0.831722,1.0892
1938,2.02733,0.49001,0.581004,1.0296
1939,0.554769,0.558609,0.719718,1.11006
1940,0.154991,3.43971,1.8634,1.12061
1941,0.579981,2.08214,1.17073,1.01442
1942,1.51442,1.95061,0.610113,0.99427
1943,2.74572,0.86141,0.616464,1.14621
1944,0.634831,0.593425,0.804302,0.903093
1945,0.265146,0.863058,1.10645,1.13204
1946,0.6346,1.64676,1.57141,0.914432
1947,0.345841,0.558497,0.921292,1.16793
1948,0.564388,1.13291,0.692321,0.814968
1949,1.66171,1.91166,0.898111,1.01859
1950,0.21441,0.486291,0.84567,0.882003
1951,1.01131,1.37085,1.50203,0.973556
1952,0.981391,0.754775,0.682197,0.939028
1953,4.9463,0.475909,0.84537,1.15122
1954,0.436299,0.787194,0.712254,0.986461
1955,2.42774,0.32629,1.02473,0.86399
1956,1.11836,0.79922,0.53247,0.953278
1957,1.43988,0.229732,0.691262,0.932231
1958,0.30828,0.610022,1.61531,0.922627
1959,0.0888953,2.54104,0.556927,0.923046
1960,0.573386,0.0959316,1.0351,0.8884
1961,0.100711,0.715737,0.931141,0.818887
1962,0.76658,2.23233,0.565119,0.911831
1963,0.310785,0.550586,1.29052,1.09829
1964,3.00291,1.15656,0.622218,0.903505
1965,1.34208,1.60615,0.846946,1.04335
1966,1.3832,0.386348,0.809329,1.03688
1967,3.06273,1.22741,1.02774,0.932675
1968,0.212792,0.71482,1.27643,1.01028
1969,1.30669,0.17057,1.16672,1.05604
1970,0.959379,0.636934,0.908381,1.09559
1971,0.589261,0.392765,0.978506,1.06941
1972,0.968988,0.422388,1.02374,1.07783
1973,0.316798,1.16251,0.822084,0.990953
1974,0.207971,0.172811,0.635053,1.05071
1975,2.00938,1.87192,1.32338,0.892308
1976,0.556666,1.5362,1.07677,1.08653
1977,1.15918,0.307102,1.18816,1.04774
1978,1.18255,0.774771,1.62332,1.04006
1979,1.35212,0.625475,1.43292,0.926482
1980,0.450596,2.18024,0.593073,1.02778
1981,2.54432,0.442057,1.10267,1.04863
1982,0.702228,0.798593,0.779266,0.975454
1983,0.133065,0.507845,1.56029,0.972272
1984,0.58735,0.211401,0.889194,1.00207
1985,1.13784,1.18281,0.592929,1.32642
1986,0.592982,1.68566,0.702336,1.00104
1987,1.79789,0.107784,1.32775,0.866201
1988,0.334299,0.697712,0.977996,1.09223
1989,2.76916,1.93785,1.12072,0.91253
1990,0.10147,0.291653,1.06225,0.835527
1991,0.257105,1.47823,0.492038,1.29626
1992,1.07544,0.980544,1.31737,0.940331
1993,0.837105,0.507328,1.208,1.19672
1994,1.65341,0.375228,1.234,0.921581
1995,0.978627,0.463977,1.34177,0.914332
1996,0.8197,0.482178,0.571673,1.16663
1997,0.210242,0.619203,1.63617,1.02153
1998,0.337691,0.561453,0.69087,1.13123
1999,0.180013,1.06037,0.817761,0.860203
2000,0.768144,1.53464,0.997954,0.985132
2001,0.380631,0.777058,0.808264,1.02431
2002,1.85421,0.908225,0.767414,1.03524
2003,0.619885,0.126096,1.25894,0.835851
2004,1.96947,0.906879,0.683636,0.891486
2005,0.647444,1.24826,0.883714,0.869456
2006,1.10929,1.23198,0.895282,0.907776
2007,0.910131,0.491498,0.835426,1.00547
2008,1.74126,0.932724,0.785837,1.04374
2009,0.385532,0.862694,0.781105,1.01613
2010,0.11376,1.21106,1.1569,0.962891
2011,0.092281,1.12226,0.752658,1.115
2012,0.568346,2.92108,1.3015,0.995165
2013,1.64214,0.646581,0.722876,1.20086
2014,2.12671,0.276702,1.65008,0.914094
2015,0.768487,0.617803,1.90086,1.16693
2016,0.793952,4.59268,0.969062,0.767718
2017,0.493873,0.63144,0.716881,1.06964
2018,0.925255,0.895008,0.819718,1.01605
2019,0.934465,1.38673,0.720008,0.918538
2020,0.097988,0.540718,1.11901,0.996918
2021,1.20519,1.77108,1.09766,1.00786
2022,0.920114,0.0515807,0.595783,0.929421
2023,0.190429,1.0563,0.701974,1.07654
2024,1.52937,0.768914,1.02058,1.28126
2025,0.559719,0.83285,1.02809,1.0712
2026,1.16377,0.499232,0.475877,0.930276
2027,0.336947,0.790189,1.25981,1.18524
2028,0.988353,1.56944,1.45271,0.994735
2029,2.77575,1.03669,1.23828,1.22978
2030,0.309787,0.97046,1.47651,0.950324
2031,2.36761,0.780363,1.03881,0.844775
2032,1.02405,0.176066,1.22862,1.04241
2033,0.440488,0.176973,0.516355,1.08903
2034,1.57491,0.324505,0.604768,0.814141
2035,1.91895,1.07632,0.932728,1.32277
2036,0.156451,1.72519,0.849036,0.94838
2037,0.648889,0.326114,0.689834,0.879166
2038,1.71627,1.6867,1.2128,1.07824
2039,0.634719,0.921444,0.958198,1.04524
2040,0.045949,0.956112,0.69548,0.949268
2041,0.534523,0.946953,0.564072,1.07217
2042,1.11233,0.945686,0.751724,1.00743
2043,0.367674,0.548893,1.02598,1.02568
2044,1.35264,1.18436,1.67251,0.968284
2045,0.784844,0.815259,0.621106,0.959678
2046,0.161755,2.12932,1.04613,0.956162
2047,0.494355,0.215079,0.948391,0.942075
2048,2.65183,2.01158,1.06659,0.900764
2049,0.573753,0.370143,1.08089,1.03728
2050,0.00096455,0.441713,1.09278,1.03924
2051,0.0125834,1.10351,1.04603,1.14839
2052,0.77322,0.841838,0.677085,1.16318
2053,0.055003,1.01428,0.959665,0.910003
2054,0.423228,0.551945,0.642615,0.972382
2055,1.22492,1.52045,1.17614,1.07028
2056,0.322413,0.898252,1.42226,0.874026
2057,0.0926511,1.89383,1.09432,0.916411
2058,1.10535,0.427603,0.650527,1.09796
2059,0.0569532,0.573568,1.02898,1.02521
2060,0.910781,1.00076,0.81398,1.04899
2061,1.15905,0.840558,1.34704,1.03237
2062,1.77207,1.3903,0.736608,1.00549
2063,0.0908127,1.08346,1.26997,0.930079
2064,0.0514248,0.868027,0.561866,0.915999
2065,0.527093,0.680552,0.693914,1.02621
2066,1.62329,0.867418,1.0393,0.907261
2067,0.688906,0.419784,0.656026,1.06647
2068,0.748333,1.98643,0.792109,0.977192
2069,3.45797,0.374917,0.655477,0.924557
2070,0.803888,0.208136,0.584028,0.913068
2071,0.0724286,0.914728,0.704193,1.08455
2072,0.795595,0.647195,1.0964,0.816135
2073,0.351731,2.21928,1.00693,0.887909
2074,1.26712,1.26635,0.813179,0.948966
2075,0.246663,1.08927,1.16096,1.09303
2076,1.12259,1.72567,1.05889,1.09333
2077,1.34775,0.192679,0.828663,0.95747
2078,2.91158,0.144013,0.869738,1.0335
2079,0.239027,1.49465,0.867815,0.912941
2080,2.31749,0.847486,0.680932,1.10247
2081,1.45286,2.55392,1.07744,1.03622
2082,0.415117,1.18863,0.867587,0.974711
2083,0.844235,0.842768,1.23791,0.927933
2084,1.32721,0.462774,0.69657,1.02038
2085,0.374925,0.935817,0.9003,1.17661
2086,0.164884,0.653812,0.747776,1.16244
2087,0.542003,0.961156,0.94449,0.997922
2088,0.841091,0.0759874,1.03678,1.01732
2089,0.00953341,0.221676,1.26263,0.924928
2090,0.44626,0.286493,0.688463,1.04879
2091,0.0270344,1.20302,0.676694,0.91992
2092,0.353948,1.53589,0.631646,0.985371
2093,0.70538,4.48455,1.00434,1.0126
2094,0.134582,0.695722,1.11318,0.991281
2095,1.00572,0.788637,0.961794,1.06692
2096,0.763462,0.819436,0.792082,1.08782
2097,0.408997,1.49354,1.11974,1.04393
2098,0.566341,0.866298,0.70208,0.925851
2099,0.496069,1.16224,0.753755,1.05147
2100,0.562144,0.734906,1.14294,1.01
2101,0.834316,0.367322,0.79192,0.95679
2102,1.07204,0.0687893,1.0087,0.879073
2103,0.639209,1.21693,0.909948,1.1824
2104,0.905053,0.589961,1.93674,0.936621
2105,0.151603,1.93226,1.23578,0.987478
2106,0.0153626,0.705203,0.760802,0.850129
2107,3.213,0.371205,1.32203,1.07515
2108,1.21442,0.744636,1.44578,1.0089
2109,1.24314,2.45071,1.53689,1.08394
2110,0.107159,0.253581,1.76036,1.02279
2111,0.116049,1.97014,0.868368,0.941363
2112,1.09198,0.742189,1.11238,0.99653
2113,0.00720061,2.14752,0.885123,1.10227
2114,0.150656,0.167838,0.709491,1.1754
2115,0.37456,0.765467,1.31027,0.894531
2116,0.318306,2.24604,0.878903,0.942516
2117,1.42992,2.30128,0.903886,1.12208
2118,1.0297,0.976149,1.01792,1.16051
2119,0.0551786,0.46384,0.728639,1.06805
2120,0.347406,0.811964,0.474914,0.898706
2121,2.96952,0.536102,0.750933,0.896565
2122,0.402065,0.79819,0.812189,1.17761
2123,0.102819,0.610766,1.08085,1.11034
2124,0.820657,2.16645,0.803302,1.0259
2125,2.26649,1.17479,1.56194,0.957771
2126,0.36257,1.75679,0.999823,0.949448
2127,0.0396447,2.00696,0.846521,0.987061
2128,1.5754,1.1627,0.847225,1.16662
2129,1.06993,0.231156,1.73636,1.18642
2130,0.198588,2.43451,0.665587,0.873355
2131,0.399497,0.848808,0.798911,0.954718
2132,2.25338,1.71269,1.04194,0.96048
2133,0.238816,0.986525,0.875744,1.00347
2134,0.843119,1.66385,1.31105,0.771011
2135,0.555451,0.201638,1.43069,0.951965
2136,0.267879,1.04597,1.49749,0.9706
2137,0.503953,2.2377,1.28535,1.14107
2138,1.06263,0.235581,0.943632,0.860654
2139,0.337307,0.802785,0.796383,0.923258
2140,0.0722268,0.336008,0.757895,0.975288
2141,0.189518,1.01512,0.656206,0.879882
2142,0.685305,0.722909,1.16185,0.989189
2143,0.0318569,0.671238,1.32856,0.93228
2144,0.508018,2.3867,0.537686,0.956531
2145,2.34484,0.87086,1.64926,0.913949
2146,0.133673,1.31261,0.805406,0.902211
2147,0.138612,0.301565,1.00535,0.922815
2148,0.178627,1.44345,1.40843,1.09933
2149,0.81531,1.15101,0.924917,1.01449
2150,0.654549,2.12728,1.70531,0.927201
2151,0.342185,1.80498,1.50605,1.1892
2152,0.330942,0.491966,0.981577,1.03463
2153,0.399374,0.795358,0.939494,0.911852
2154,0.358822,0.537654,1.48967,0.984588
2155,1.6136,0.682763,0.422815,1.04977
2156,0.262857,0.524885,1.09059,1.23376
2157,1.9134,2.70073,1.06984,1.08317
2158,0.63783,0.300634,1.61175,1.25298
2159,0.0967781,0.0614199,0.995462,1.01643
2160,0.207346,3.56829,1.147,0.953084
2161,1.65527,0.574027,0.701448,1.04226
2162,1.53563,1.32259,0.661495,1.02818
2163,1.0959,2.2296,0.629401,1.10027
2164,0.643891,0.416169,1.13063,0.901781
2165,0.419659,0.974819,0.916779,0.89843
2166,0.417251,1.65385,0.471876,1.00419
2167,0.665429,0.306979,0.795585,1.04887
2168,0.850207,1.54802,0.663063,1.06977
2169,1.9037,0.793126,1.49581,0.97398
2170,1.53563,0.830943,1.35377,0.975093
2171,1.15955,1.28054,1.26569,1.10913
2172,0.474617,1.24499,1.02078,1.04006
2173,0.56975,1.63598,0.452975,0.925044
2174,0.454327,1.00107,0.859477,1.1935
2175,1.32661,0.720621,1.20965,0.961454
2176,2.09957,0.729302,0.422009,1.02224
2177,0.141666,0.330125,0.918543,1.08039
2178,1.18157,0.367279,0.751305,1.08399
2179,1.15321,0.472092,0.71665,0.931392
2180,2.73424,0.844293,0.920001,1.10809
2181,2.3865,0.946689,0.837055,1.09909
2182,0.395025,1.65399,0.939159,0.983377
2183,3.42661,1.53039,1.02822,1.08818
2184,0.421642,2.315,1.17601,1.19102
2185,1.36833,0.332447,0.948224,1.0717
2186,1.0866,0.0452726,1.18862,0.973235
2187,0.606639,0.195585,0.836451,1.07129
2188,0.891146,1.04434,0.661874,1.0539
2189,2.85397,0.48013,1.05577,0.906078
2190,0.937714,0.54851,0.666831,1.00803
2191,1.7202,2.33779,0.789206,1.06094
2192,0.667626,0.153492,1.72182,1.12083
2193,0.31691,0.465929,1.47634,0.995195
2194,0.120481,0.738645,1.22006,0.957058
2195,0.145804,0.0551765,1.2451,1.01925
2196,1.50832,1.32635,1.26616,1.19645
2197,1.63058,0.762909,0.554467,0.999159
2198,1.78558,0.773177,0.619343,1.00891
2199,0.0920571,0.45516,1.16321,0.92454
2200,0.368915,0.996298,1.20386,1.01335
2201,0.401413,0.177287,0.860274,1.02185
2202,0.194148,2.21009,0.508349,0.879749
2203,0.382775,0.469451,1.29369,1.19803
2204,0.0828395,0.300268,1.22379,1.02573
2205,0.114764,0.350424,0.548442,0.95801
2206,0.0771473,2.07026,1.04966,1.10366
2207,0.577919,0.940083,0.839391,0.975891
2208,0.93999,1.51839,1.02905,0.958585
2209,0.683372,0.561701,0.824363,0.973388
2210,0.637885,1.42357,0.944711,1.23294
2211,2.29595,1.29837,0.725355,1.12263
2212,2.06511,0.395508,0.910585,0.939661
2213,0.669282,1.49425,1.2621,1.1028
2214,0.714618,2.03227,0.983947,0.977026
2215,1.44779,0.202996,1.1798,1.12158
2216,1.71394,0.584778,0.68508,1.11428
2217,0.916663,0.725309,1.31546,0.989221
2218,0.410244,0.325089,0.644071,1.00552
2219,1.01334,0.215206,1.03383,1.02304
2220,0.168248,0.905914,0.693889,1.02009
2221,0.495422,0.84312,0.834716,0.973633
2222,0.589856,0.0622032,0.733932,1.15667
2223,0.957534,2.16865,1.03659,1.1555
2224,1.0472,0.0339823,0.981163,0.985016
2225,0.87695,0.27895,0.66329,0.997844
2226,1.01207,0.830623,1.61435,1.06928
2227,1.39669,0.990254,0.976525,0.866423
2228,1.09235,0.874354,1.1553,0.916527
2229,0.770077,0.433519,1.18461,1.08829
2230,0.115513,1.22142,0.691347,0.951661
2231,0.849704,1.42526,0.573233,1.03478
2232,0.797289,0.900918,1.09489,0.949746
2233,0.0244305,0.49097,0.447518,0.749405
2234,0.977812,1.21645,1.24793,0.959619
2235,1.45491,2.08483,1.0582,0.975461
2236,1.96666,0.476113,0.675031,1.09451
2237,0.386539,1.40638,0.508443,0.902294
2238,0.432122,0.199942,0.978924,1.10798
